"Echo and X-ray, sending you 2"
"Quebec and X-ray, sending you 4"
"Hotel, sending you 3"
"Echo, sending you 3"
"Echo and X-ray, sending you 2"
"Echo and X-ray, sending you 2"
"Echo and Hotel, sending you 3"
"Quebec and X-ray, sending you 4"
"X-ray, sending you 4"
We should drop Kilo
Yes
Yes
Yes
We should drop Kilo
Yes
Yes
Yes
Quebec we want you to join our group
Yes
"Hotel, sending you 3"
"Quebec, sending you 4"
"X-ray, sending you 5"
"Echo, sending you 5"
"Hotel, sending you 3"
"Echo and Hotel, sending you 3"
"Echo, sending you 3"
"X-ray, sending you 4"
"Hotel and Quebec, sending you 3"
"Quebec and X-ray, sending you 4"
"Hotel, sending you 3"
"Quebec, sending you 4"
"X-ray, sending you 5"
"Echo, sending you 4"
"Echo, sending you 5"
"Hotel, sending you 3"
"Hotel, sending you 3"
"Echo and Hotel, sending you 3"
"Echo, sending you 3"
"Hotel, sending you 3"
"Hotel and Quebec, sending you 3"
"Hotel, sending you 3"
"Echo and Hotel, sending you 3"
"Echo, sending you 3"
"Hotel, sending you 3"
"Quebec and X-ray, sending you 4"
"Quebec, sending you 4"
"X-ray, sending you 4"
"X-ray, sending you 4"
"Hotel and Quebec, sending you 3"
"X-ray, sending you 5"
"Quebec, sending you 4"
"X-ray, sending you 5"
"Echo, sending you 4"
"Echo, sending you 3"
"Hotel and Quebec, sending you 3"
"Echo and Hotel, sending you 3"
"Hotel, sending you 3"
"Quebec and X-ray, sending you 4"
"Quebec, sending you 4"
"X-ray, sending you 4"
"X-ray, sending you 5"
Echo did not give me 5 like they said
"Hotel, sending you 3"
"Echo and Hotel, sending you 3"
"Quebec, sending you 4"
"Echo, sending you 3"
"Quebec and X-ray, sending you 4"
"Quebec and X-ray, sending you 4"
"Echo and Hotel, sending you 3"
"Quebec, sending you 4"
"X-ray, sending you 4"
"X-ray, sending you 5"
Sending you each 3
"Echo and Hotel, sending you 3"
"X-ray, sending you 4"
"Echo and Hotel, sending you 3"
"X-ray, sending you 4"
"Echo and Hotel, sending you 3"
"X-ray, sending you 4"
Echo we want you to join our group
No
"Echo, sending you 1"
"Hotel, sending you 4"
"Echo, sending you 3"
"Quebec, sending you 5"
"Quebec and X-ray, sending you 4"
"Echo, sending you 1"
"Hotel, sending you 4"
"Quebec, sending you 5"
"Echo and Hotel, sending you 2"
"X-ray, sending you 3"
"Hotel, sending you 4"
"Quebec, sending you 5"
"Echo, sending you 1"
"Hotel, sending you 4"
"Hotel and Quebec, sending you 4"
"Quebec, sending you 5"
"Echo and Hotel, sending you 2"
"X-ray, sending you 3"
X-ray did not give me 5 like they said
"Hotel and Quebec, sending you 5"
"Echo, sending you 1"
"Hotel, sending you 2"
"Hotel and Quebec, sending you 5"
"X-ray, sending you 3"
X-ray did not give me 5 like they said
We would work well together
Yes
No
No
No
Kilo we want you to join our group
No
"Echo, sending you 4"
"Hotel, sending you 1"
"Quebec, sending you 6"
"Echo and Hotel, sending you 3"
"Kilo and X-ray, sending you 2"
"Echo and Hotel, sending you 3"
"Echo and Hotel, sending you 3"
"Kilo and X-ray, sending you 2"
"Echo and Hotel, sending you 3"
"Echo, sending you 6"
"Quebec, sending you 5"
"Kilo and X-ray, sending you 2"
"Echo, sending you 5"
"Hotel, sending you 2"
"Quebec, sending you 4"
"Kilo and X-ray, sending you 2"
"Echo, sending you 5"
"Hotel, sending you 2"
"Quebec, sending you 4"
"Echo, sending you 5"
"Hotel, sending you 2"
"Quebec, sending you 4"
"Echo, sending you 5"
"Hotel, sending you 2"
"Quebec, sending you 4"
"Echo, sending you 4"
"Echo, sending you 5"
"Hotel and Quebec, sending you 3"
"Kilo, sending you 1"
"Echo, sending you 4"
"Echo, sending you 5"
"Echo, sending you 5"
"Hotel and Quebec, sending you 3"
"Hotel, sending you 2"
"Quebec, sending you 4"
"Kilo, sending you 1"
"Hotel and Quebec, sending you 3"
"Hotel, sending you 2"
"Kilo, sending you 1"
"Quebec, sending you 3"
Echo did not give me 7 like they said
"Echo, sending you 5"
"Hotel, sending you 2"
"Quebec, sending you 4"
Echo we want you to join our group
No
"Echo, sending you 3"
"Kilo and Quebec, sending you 4"
"Echo, sending you 3"
"Kilo and Quebec, sending you 4"
"Echo, sending you 3"
"Kilo and Quebec, sending you 4"
"Sorry, I'm actually sending you 0"
X-ray we want you to join our group
Yes
"Hotel, sending you 8"
"Quebec, sending you 1"
"Hotel, sending you 8"
"Quebec, sending you 1"
X-ray we want you to join our group
Yes
"Hotel, sending you 8"
"Quebec, sending you 1"
"Kilo and Quebec, sending you 4"
"X-ray, sending you 3"
Echo did not give me 1 like they said
"Kilo and Quebec, sending you 4"
"X-ray, sending you 3"
"Sorry, I'm actually sending you 0"
Sending you 9
Sending you 1
Same as last round
Sending you each 6
Sending you each 6
Hotel did not give me 3 like they said
Quebec did not give me 3 like they said
Same as last round
Hotel did not give me 3 like they said
Quebec did not give me 3 like they said
"Quebec, sending you 5"
"X-ray, sending you 7"
"Quebec, sending you 5"
"X-ray, sending you 7"
We should drop Hotel
No
We should drop Hotel
Yes
Yes
No
Sending you each 5
"Quebec, sending you 5"
Same as last round
"X-ray, sending you 7"
"Echo, sending you 4"
Quebec did not give me 3 like they said
"Quebec, sending you 5"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
We should replace Quebec with Lima
No
"Sorry, I'm actually sending you 0"
Lima we want you to join our group
No
"Hotel, sending you 8"
"Lima, sending you 1"
"Sorry, I'm actually sending you 0"
Quebec we want you to join our group
Yes
Quebec we want you to join our group
Yes
We should drop X-ray
We should drop X-ray
No
No
Same as last round
"Echo, sending you 3"
"Echo, sending you 3"
"Kilo and X-ray, sending you 4"
"Kilo and X-ray, sending you 4"
"Echo, sending you 3"
"Kilo and X-ray, sending you 4"
"Hotel, sending you 4"
"Kilo, sending you 1"
"X-ray, sending you 7"
"Hotel, sending you 4"
"Kilo, sending you 1"
"X-ray, sending you 7"
"Hotel, sending you 4"
"Kilo, sending you 1"
"X-ray, sending you 7"
We should replace Kilo with Quebec
No
No
We should replace Kilo with Quebec
Yes
Yes
"Sorry, I'm actually sending you 0"
Kilo we want you to join our group
No
Sending you 5
Kilo we want you to join our group
No
"Sorry, I'm actually sending you 0"
We should group up
No
No
"Lima, sending you 3"
X-ray did not give me 5 like they said
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
"Sorry, I'm actually sending you 0"
We should drop Echo
We should drop Echo
No
No
No
No
"Quebec, sending you 6"
"Quebec, sending you 6"
"X-ray, sending you 5"
"Quebec, sending you 6"
"X-ray, sending you 5"
"Hotel, sending you 2"
"Hotel, sending you 2"
"Hotel, sending you 3"
"Hotel, sending you 4"
"Quebec, sending you 6"
"Hotel, sending you 2"
"Quebec, sending you 5"
"X-ray, sending you 5"
"X-ray, sending you 5"
"X-ray, sending you 4"
"Hotel, sending you 4"
"Hotel, sending you 2"
"X-ray, sending you 4"
"Hotel, sending you 4"
"Quebec, sending you 6"
"Quebec, sending you 6"
"X-ray, sending you 5"
"Quebec, sending you 5"
"Quebec, sending you 5"
"Hotel, sending you 2"
"X-ray, sending you 6"
"X-ray, sending you 3"
"Quebec, sending you 5"
"Hotel, sending you 4"
"Quebec, sending you 6"
"Hotel, sending you 2"
"X-ray, sending you 3"
"X-ray, sending you 6"
"Quebec, sending you 5"
Same as last round
"X-ray, sending you 6"
"Hotel, sending you 4"
"X-ray, sending you 4"
"X-ray, sending you 4"
"X-ray, sending you 4"
"Hotel, sending you 2"
"Quebec, sending you 6"
"X-ray, sending you 3"
Same as last round
"Quebec, sending you 5"
"X-ray, sending you 6"
We should add Echo
No
Yes
"Hotel, sending you 2"
"X-ray, sending you 3"
"Hotel, sending you 2"
"X-ray, sending you 3"
"Hotel, sending you 2"
"X-ray, sending you 3"
"Hotel, sending you 2"
"Hotel, sending you 4"
"X-ray, sending you 3"
"Quebec, sending you 5"
"Hotel, sending you 2"
"X-ray, sending you 4"
X-ray did not give me 5 like they said
"Quebec, sending you 5"
"X-ray, sending you 6"
Quebec we want you to join our group
Quebec we want you to join our group
Quebec we want you to join our group
Yes
Same as last round
Same as last round
"Quebec, sending you 5"
"Hotel, sending you 2"
"X-ray, sending you 6"
"Quebec, sending you 5"
"Quebec, sending you 5"
"X-ray, sending you 3"
Same as last round
Same as last round
Same as last round
"Hotel, sending you 2"
Same as last round
"X-ray, sending you 6"
Same as last round
"X-ray, sending you 6"
"Hotel, sending you 2"
"X-ray, sending you 3"
Sending you 3
Quebec did not give me 3 like they said
X-ray did not give me 5 like they said
We should replace Lima with Kilo
Same as last round
Same as last round
X-ray we want you to join our group
Yes
Sending you 11
Same as last round
Same as last round
Sending you 11
X-ray we want you to join our group
Yes
We should add Quebec
Yes
Sending you 11
"Sorry, I'm actually sending you 0"
We should replace Quebec with X-ray
We should replace X-ray with Quebec
We should replace X-ray with Quebec
We should replace Quebec with X-ray
this is a default message
hello
hello
Friends?
"Juliett, sending you 3"
"Oscar and Sierra, sending you 2"
"Tango, sending you 5"
"Yankee, sending you 1"
Group up?
"Mike, sending you 5"
"Oscar and Tango, sending you 3"
"Sierra, sending you 2"
Juliett is not in a group
Yankee is not in a group
Let's form a team
"Juliett and Tango, sending you 4"
"Mike, sending you 3"
"Yankee, sending you 2"
"Bravo, Oscar and Sierra are a group"
We are stronger than them
"Juliett and Tango, sending you 4"
"Mike, sending you 3"
"Yankee, sending you 2"
"Bravo, Oscar and Sierra are a group"
We are stronger than them
"Juliett and Tango, sending you 4"
"Mike, sending you 2"
"Yankee, sending you 3"
"Bravo, Oscar and Sierra are a group"
We are stronger than them
We should replace Mike with Oscar
It will make us more modular
We should drop Oscar
It will make us more modular
"Juliett and Tango, sending you 5"
"Yankee, sending you 3"
Mike is not in a group
Bravo and Sierra are a group
We are more connected than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
"Bravo, Oscar and Sierra are a group"
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
"Bravo, Oscar and Sierra are a group"
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
"Bravo, Oscar and Sierra are a group"
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more modular than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more connected than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more connected than them
"Juliett, sending you 5"
"Tango and Yankee, sending you 4"
Mike is not in a group
Bravo and Sierra are a group
We are more connected than them
Oscar we want you to join our group
"Juliett, sending you 4"
"Oscar, Tango and Yankee, sending you 3"
Bravo and Sierra are a group
We are stronger than them
Mike is not in a group
"Juliett, sending you 4"
"Oscar, Tango and Yankee, sending you 3"
Mike is not in a group
Bravo and Sierra are a group
We are stronger than them
"Juliett, sending you 4"
"Oscar, Tango and Yankee, sending you 3"
Mike is not in a group
Bravo and Sierra are a group
We are stronger than them
"Juliett, sending you 4"
"Oscar, Tango and Yankee, sending you 3"
Mike is not in a group
Bravo and Sierra are a group
We are stronger than them
"Juliett, sending you 4"
"Oscar, Tango and Yankee, sending you 3"
Mike is not in a group
Bravo and Sierra are a group
We are stronger than them
Let's form a team
We should add Uniform
Uniform we want you to join our group
Friends?
Yes
Yes
"Oscar, sending you 5"
"Oscar, sending you 6"
"Oscar, sending you 5"
"X-ray, sending you 3"
"Uniform, sending you 2"
"Uniform, sending you 2"
"Uniform and X-ray, sending you 2"
Sending you each 4
"Uniform, sending you 1"
"X-ray, sending you 2"
"Oscar, sending you 5"
Alpha and Whiskey are a group
We are more powerful than them
We are the most powerful group
Alpha and Whiskey are a group
We are more powerful than them
"X-ray, sending you 4"
We are the most powerful group
Alpha and Whiskey are a group
We are more powerful than them
We are the most powerful group
"Uniform, sending you 5"
"X-ray, sending you 4"
Same as last round
"Oscar, sending you 4"
"X-ray, sending you 5"
"Oscar, sending you 5"
Same as last round
"X-ray, sending you 4"
"Uniform, sending you 1"
"X-ray, sending you 2"
"Uniform, sending you 5"
"Oscar, sending you 4"
Same as last round
"X-ray, sending you 5"
"X-ray, sending you 4"
Can we be friends?
No
"Whiskey, sending you 6"
"X-ray, sending you 1"
We should drop X-ray
Sending you 7
"Oscar, Uniform and X-ray are a group"
They are more powerful than us
"Oscar, Uniform and X-ray are the most powerful group"
Sending you 5
We are the most powerful group
Whiskey we want you to join our group
We are the most powerful group
We should drop Whiskey
We are the most powerful group
We should add Whiskey
We should group up
for sure
"Charlie, sending you 8"
"Lima, sending you 3"
"Mike, sending you 1"
Group up?
Sure
"Charlie and Juliett, sending you 4"
"India, sending you 3"
"Lima, sending you 2"
We should add Mike
It will make us stronger
strong
We should drop Mike
It will make us more modular
modular?
HAHAHA
"Charlie, Juliett and Lima, sending you 4"
"India, sending you 3"
"Charlie, Juliett and Lima, sending you 4"
"India, sending you 3"
"Charlie, Juliett and Lima, sending you 4"
"India, sending you 3"
"Charlie, Juliett and Lima, sending you 4"
"India, sending you 3"
"Charlie, Juliett and Lima, sending you 4"
"India, sending you 3"
We should group up
"Alpha and Juliett, sending you 3"
"Bravo and Charlie, sending you 2"
Friends?
"Bravo and Charlie, sending you 5"
"Mike, sending you 4"
We should replace Mike with Alpha
It will make us stronger
"idk homie, mike is pretty high up"
We should replace Charlie with Juliett
We are more connected
We should replace Juliett with India
We are more connected
Can we be friends?
Juliett we want you to join our group
"Bravo, sending you 4"
"Bravo, sending you 6"
"Juliett and Mike, sending you 4"
"Juliett and Yankee, sending you 3"
"Bravo, sending you 4"
"Juliett and Yankee, sending you 3"
"Bravo, sending you 6"
"Juliett, sending you 3"
"Mike, sending you 5"
"Bravo, Juliett and Yankee, sending you 3"
"Bravo and Mike, sending you 1"
"Bravo, Juliett and Yankee, sending you 3"
"Bravo, Juliett and Yankee, sending you 3"
"Bravo and Yankee, sending you 3"
"Juliett, sending you 4"
Alpha we want you to join our group
Sending you each 4
"Alpha, sending you 3"
"Charlie, sending you 5"
"Lima, sending you 4"
"Alpha, sending you 3"
"Charlie, sending you 5"
"Lima, sending you 4"
"Alpha, sending you 3"
"Charlie, sending you 5"
"Lima, sending you 4"
Mike we want you to join our group
"Charlie, Juliett, Lima and Mike, sending you 3"
"India, sending you 2"
4 for 4?
yes
"Sorry for not sending last round, I will send 4 this round"
India we want you to join our group
"Bravo and Mike, sending you 5"
"India, sending you 4"
We should group up
"Bravo and Mike, sending you 1"
"Bravo, sending you 5"
"Mike, sending you 1"
"Yankee, sending you 6"
"Bravo, sending you 7"
"Bravo and Mike, sending you 5"
"Mike, sending you 1"
"India, sending you 4"
"Yankee, sending you 4"
Who are you?
Group up?
Sending you each 2
Friends?
Friends?
Sending you 7
"Charlie, Juliett and Oscar are a group"
They are more powerful than us
X-ray is not in a group
"Charlie, Juliett and Oscar are the most powerful group"
Whiskey we want you to join our group
Sending you 8
Sending you 2
We are the most powerful group
"Charlie, Juliett and Oscar are a group"
They are more powerful than us
"Charlie, Juliett and Oscar are the most powerful group"
Same as last round
Same as last round
We are the most powerful group
Sending you 5
Golf we want you to join our group
Sending you 2
Sending you 8
We are the most powerful group
Sending you 1
Same as last round
Sending you 5
Sending you 2
Sending you 1
We should add X-ray
It will make us more modular
We should drop X-ray
It will make us more modular
Same as last round
We are the most powerful group
We should add X-ray
It will make us more modular
We should drop Juliett
It will make us more modular
Same as last round
We are the most powerful group
Same as last round
Same as last round
Same as last round
We should add Juliett
It will make us stronger
We should replace X-ray with Juliett
It will make us more modular
We should drop Juliett
It will make us more modular
Sending you 7
They are more powerful than us
Charlie and Oscar are the most powerful group
Same as last round
We are the most powerful group
We should add Juliett
It will make us more modular
We should drop Juliett
It will make us more modular
Sending you 8
They are more powerful than us
Charlie and Oscar are the most powerful group
Same as last round
We are the most powerful group
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
We are more powerful than them
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Same as last round
Sending you 9
We should add Juliett
It will make us more modular
We should drop Juliett
It will make us more modular
Sending you 9
We are the most powerful group
Sending you 8
Same as last round
Sending you 9
We should add Juliett
It will make us more modular
We should drop Juliett
It will make us more modular
Sending you 9
We are the most powerful group
We should add Juliett
It will make us more modular
We should group up
Sending you 2
Whiskey is not in a group
X-ray is not in a group
We are the most powerful group
Team?
no
Friends?
no
We should replace Oscar with Whiskey
We are more connected
We should drop Golf
I don't like them
We are the most powerful group
We should add Golf
It will make us stronger
We should drop Golf
I don't like them
We are the most powerful group
We should add Golf and X-ray
It will make us stronger
We should drop Golf and X-ray
I don't like them
We are the most powerful group
We should add Golf and Juliett
It will make us stronger
Golf and X-ray we want you to join our group
"Golf, sending you 6"
"X-ray, sending you 2"
We are the most powerful group
X-ray we want you to join our group
"Whiskey, sending you 1"
"X-ray, sending you 2"
We are the most powerful group
Sending you each 2
Same as last round
X-ray we want you to join our group
"Whiskey, sending you 6"
We are the most powerful group
"Whiskey, sending you 6"
"Whiskey, sending you 6"
"Whiskey, sending you 6"
"Whiskey, sending you 6"
"Whiskey, sending you 6"
"X-ray, sending you 2"
"Whiskey, sending you 3"
"X-ray, sending you 2"
Sending you each 2
Golf and Juliett we want you to join our group
"Golf, sending you 6"
"Juliett, sending you 2"
We are the most powerful group
Juliett we want you to join our group
"Golf, sending you 5"
"Juliett, sending you 3"
We are the most powerful group
"Golf, sending you 5"
"Juliett, sending you 3"
"Golf, sending you 5"
"Juliett, sending you 3"
Juliett we want you to join our group
Sending you each 4
"Juliett and Whiskey, sending you 3"
We are the most powerful group
We should add X-ray
It will make us more modular
Same as last round
Charlie and Oscar are a group
They are more powerful than us
Charlie and Oscar are the most powerful group
We should drop X-ray
It will make us more modular
Same as last round
Sending you each 3
We are more powerful than them
We are the most powerful group
We are the most powerful group
Same as last round
"Juliett, sending you 2"
"Whiskey, sending you 3"
"Juliett, sending you 2"
"Whiskey, sending you 3"
"Juliett, sending you 2"
"Whiskey, sending you 3"
Juliett we want you to join our group
Sending you each 2
Sending you each 4
We are more powerful than them
We are the most powerful group
Same as last round
Same as last round
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 5"
"Whiskey, sending you 6"
Juliett we want you to join our group
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Golf, sending you 7"
"Juliett, sending you 2"
We are the most powerful group
"Golf, sending you 7"
"Juliett, sending you 2"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Golf, sending you 7"
"Juliett, sending you 2"
"Juliett, sending you 5"
"Whiskey, sending you 6"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
Juliett we want you to join our group
"Golf, sending you 6"
Sending you each 5
"Juliett, sending you 3"
We are the most powerful group
"Juliett, sending you 6"
"Whiskey, sending you 5"
Juliett we want you to join our group
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 6"
"Juliett, sending you 3"
We are the most powerful group
"Golf, sending you 6"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 3"
"Golf, sending you 6"
"Juliett, sending you 3"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 6"
"Juliett, sending you 6"
"Juliett, sending you 3"
"Whiskey, sending you 5"
"Golf, sending you 6"
"Juliett, sending you 3"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Golf, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 3"
"Golf, sending you 6"
"Juliett, sending you 3"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Golf, sending you 5"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 6"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 6"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 6"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 6"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 6"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Golf, sending you 5"
"Whiskey, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 4"
"Golf, sending you 5"
"Juliett, sending you 6"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Golf, sending you 5"
"Juliett, sending you 6"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Golf, sending you 5"
"Whiskey, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Golf, sending you 5"
"Whiskey, sending you 5"
"Juliett, sending you 4"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 4"
"Golf, sending you 5"
"Juliett, sending you 4"
"Juliett, sending you 6"
"Whiskey, sending you 5"
"Golf, sending you 5"
"Juliett, sending you 6"
"Juliett, sending you 4"
"Whiskey, sending you 5"
"Golf, sending you 5"
